어장명,정점,위도,경도,어장종류,년도,월,일,기상,수심(m),수온(표),수온(저),수온(차이),염분(저),Ph(저),DO(저),COD(저),NH4-N(저),NO3-N(저),NO2-N(저),DIN(저),TN(저),DIP(저),TP(저),SIO2-SI(저),CHL-A(저),SS(저),투명도,,
인천,6,37.29,126.52,바지락,2022,12,7,맑음,18,9.75,9.86,0.109999999999999,30.43,8.07,9.55,1.43,0.02,0.234,0.014,0.268,0.306,0.033,0.124,0.419,1.5,15,1.4,,
인천,7,37.28,126.4,연안,2022,12,7,맑음,25,10.08,10.43,0.35,30.68,8.07,9.5,1.51,0.009,0.13,0.004,0.143,0.268,0.022,0.128,0.236,1.7,30.4,1.3,,
마산만,3,35.0869444444445,128.631111111111,진주담치,2022,12,6,맑음,11,12.17,12.07,0.0999999999999996,34.1,8.08,9.56,1.29,0.003,0.003,0,0.006,0.139,0.002,0.013,0.777,4.92,5.5,2.5,,
마산만,4,35.1216666666667,128.601944444444,진주담치,2022,12,6,맑음,13,12.4,12.3,0.0999999999999996,34.17,8.07,9.48,1.13,0.007,0.002,0,0.009,0.166,0.003,0.015,0.75,3.85,4.8,3,,
진해만,4,35.0597222222222,128.640833333333,진주담치,2022,12,6,맑음,24,14.19,13.97,0.219999999999999,34.33,7.9,7.93,0.84,0.036,0.046,0.006,0.088,0.12,0.018,0.019,0.578,2.31,5.8,5,,
진해만,8,35.0888888888889,128.527222222222,굴/미더덕,2022,12,6,맑음,12,13.85,13.07,0.779999999999999,34.03,7.84,8.06,0.93,0.055,0.045,0.007,0.107,0.253,0.026,0.033,0.625,2.66,6.2,7,,
진해만,9,35.0852777777778,128.4825,굴/미더덕,2022,12,6,맑음,13,13.32,12.17,1.15,33.89,7.81,8.21,1.09,0.046,0.048,0.007,0.101,0.198,0.025,0.027,0.625,1.89,6.4,8,,
진해만,11,35.0533333333333,128.516111111111,굴,2022,12,6,맑음,15,14.04,13.24,0.799999999999999,34.04,7.82,8.06,0.96,0.052,0.044,0.008,0.104,0.251,0.026,0.03,0.59,2.76,6.3,10.5,,
진해만,12,35.0288888888889,128.5,굴/미더덕,2022,12,6,맑음,18,13.93,13.51,0.42,34.03,7.81,8.04,1.04,0.044,0.04,0.007,0.091,0.197,0.022,0.026,0.509,3.13,5.5,7.5,,
진해만,13,35.0111111111111,128.560833333333,굴,2022,12,6,맑음,21,13.81,13.71,0.0999999999999996,34.03,7.85,8.16,1.2,0.04,0.038,0.007,0.085,0.265,0.022,0.033,0.483,6.2,5.5,6.5,,
진해만,15,34.9861111111111,128.4475,굴,2022,12,6,맑음,16,13.93,13.63,0.299999999999999,34.01,7.79,8.01,1.01,0.036,0.024,0.004,0.064,0.22,0.015,0.022,0.419,3.3,4.5,10.5,,
진해만,18,34.905,128.4325,굴,2022,12,6,맑음,14,13.38,13.39,0.0099999999999997,33.92,7.75,7.9,0.97,0.044,0.039,0.005,0.088,0.242,0.02,0.024,0.637,2.39,11.8,8.5,,
진해만,20,34.9377777777778,128.4675,굴,2022,12,6,맑음,16,13.75,13.51,0.24,34.11,7.77,8.11,0.94,0.026,0.038,0.005,0.068,0.165,0.018,0.019,0.42,2.93,8.4,8.5,,
통영외안,11,34.8033333333333,128.248611111111,굴,2022,12,6,맑음,9,14.37,13.9,0.469999999999999,33.68,8.14,7.51,1.15,0.027,0.052,0.005,0.085,0.226,0.017,0.018,0.343,1.17,3.2,3.5,,
통영외안,12,34.8311111111111,128.051944444444,진주담치,2022,12,6,맑음,12,11.55,11.54,0.0100000000000016,33.13,8.17,8.08,1.43,0.031,0.038,0.003,0.071,0.237,0.025,0.025,0.343,1.35,5,5,,
인천,1,37.54,126.59,연안,2022,12,6,맑음,28,9.16,9.18,0.0199999999999996,29.52,8.04,9.59,1.95,0.052,0.207,0.012,0.27,0.45,0.033,0.18,0.334,1.7,48,0.7,,
인천,2,37.47,126.59,연안,2022,12,6,맑음,15,9.13,9.02,0.110000000000001,29.56,8.03,9.98,1.79,0.054,0.236,0.014,0.304,0.444,0.037,0.154,0.404,1.6,25.6,1,,
한강하구,1,37.6022222222222,126.562222222222,하구,2022,12,6,맑음,12,9.28,9.26,0.0199999999999996,29,7.99,9.87,2.03,0.13,0.301,0.03,0.46,0.536,0.073,0.187,0.895,1.55,58.6,0.6,,
한강하구,4,37.5866666666667,126.562777777778,하구,2022,12,6,맑음,11,9.22,9.22,0,29.1,8.01,9.61,2.03,0.116,0.347,0.028,0.491,0.521,0.073,0.188,0.841,1.45,50.8,0.7,,
한강하구,5,37.5730555555556,126.575,하구,2022,12,6,맑음,14,9.17,9.17,0,29.34,8.03,9.85,1.71,0.082,0.354,0.02,0.456,0.486,0.047,0.201,0.578,1.71,64.4,0.7,,
진해만,5,35.0041666666667,128.665555555556,굴/진주담치,2022,12,5,맑음,9,13.44,13.27,0.17,34.21,7.93,8.77,1.2,0.016,0.043,0.006,0.064,0.255,0.023,0.031,0.617,5.29,8.8,6,,
진해만,6,35.0216666666667,128.633333333333,굴/진주담치,2022,12,5,맑음,25,14.36,14.22,0.139999999999999,34.19,7.89,8.06,1.31,0.039,0.042,0.006,0.087,0.282,0.021,0.032,0.488,4.06,10,6.5,,
진해만,21,34.9475,128.495833333333,굴,2022,12,5,맑음,14,14.15,13.99,0.16,34.04,7.77,7.78,0.76,0.036,0.044,0.005,0.085,0.211,0.021,0.028,0.491,0.93,4.3,11.5,,
진해만,22,34.9183333333333,128.510833333333,굴,2022,12,5,맑음,12,13.92,13.77,0.15,34.11,7.79,7.88,0.73,0.033,0.037,0.005,0.075,0.251,0.018,0.027,0.393,1.03,6.5,11,,
진해만,23,34.9197222222222,128.561944444444,굴/진주담치,2022,12,5,맑음,19,14.46,13.99,0.470000000000001,33.89,7.82,7.73,0.94,0.044,0.039,0.007,0.091,0.261,0.02,0.032,0.489,1.73,4.6,9.5,,
진해만,25,34.9480555555556,128.563055555556,굴/진주담치,2022,12,5,맑음,20,14.55,14.43,0.120000000000001,33.94,7.82,7.7,0.89,0.039,0.027,0.005,0.071,0.27,0.016,0.033,0.343,1.28,14.7,10,,
진해만,26,34.9769444444445,128.601111111111,굴/진주담치,2022,12,5,맑음,20,14.55,14.36,0.190000000000001,34.01,7.82,7.62,0.88,0.043,0.029,0.005,0.076,0.274,0.019,0.036,0.414,1.66,11.2,14,,
진해만,27,34.9647222222222,128.646666666667,굴/진주담치,2022,12,5,맑음,12,13.72,13.56,0.16,34.02,7.86,8.27,1.01,0.028,0.045,0.006,0.079,0.225,0.022,0.024,0.608,2.41,13.9,8.5,,
진주만,1,34.9533333333333,127.999444444444,굴,2022,12,5,흐림,7,13.17,12.42,0.75,33.06,8.1,7.84,1.07,0.036,0.061,0.003,0.1,0.271,0.023,0.024,0.342,1.83,5.8,4,,
진주만,2,34.9202777777778,127.958888888889,굴,2022,12,5,조금 흐림,7,12.06,11.99,0.0700000000000003,32.96,8.1,8.12,1.91,0.037,0.05,0.003,0.09,0.267,0.023,0.024,0.376,3.69,2,3.5,,
진주만,3,34.8652777777778,127.935833333333,굴,2022,12,5,흐림,4,11.84,11.81,0.0299999999999994,33.04,8.1,8.04,1.47,0.038,0.056,0.003,0.098,0.261,0.024,0.025,0.406,1.99,8.8,2,,
진주만,4,34.9608333333333,127.913055555556,피조개,2022,12,5,흐림,14,13.35,12.15,1.2,32.86,8.08,7.41,1.47,0.061,0.059,0.004,0.124,0.315,0.028,0.031,0.392,1.56,2.8,4,,
섬진강하구,1,34.9263888888889,127.791388888889,하구,2022,12,3,"흐림, 구름",8,13.54,14.84,1.3,32.46,8.02,7.32,1,0.083,0.089,0.005,0.177,0.282,0.031,0.043,0.4,0.79,14.4,1.5,,
섬진강하구,2,34.9305555555556,127.826388888889,하구,2022,12,3,"흐림, 구름",7,15.87,14.98,0.889999999999999,32.78,8.03,7.39,1.05,0.085,0.051,0.005,0.141,0.268,0.029,0.04,0.359,1.08,8.2,1.8,,
섬진강하구,3,34.8888888888889,127.801111111111,하구,2022,12,3,"흐림, 구름",5,14.08,15.17,1.09,32.84,8.05,7.41,0.94,0.074,0.063,0.006,0.143,0.278,0.027,0.039,0.353,1.06,6.2,1.5,,
섬진강하구,4,34.8330555555556,127.792777777778,하구,2022,12,3,"흐림, 구름",18,14.21,14.94,0.729999999999999,33.05,8.08,7.83,1.39,0.062,0.049,0.004,0.115,0.246,0.026,0.035,0.323,1.09,10,1.5,,
가막만,1,34.7275,127.667777777778,패류,2022,12,3,"흐림, 구름",7,12.35,12.35,0,32.82,8.04,8.18,1.39,0.061,0.037,0.005,0.103,0.268,0.02,0.035,0.387,1.36,5.2,2,,
가막만,2,34.7144444444444,127.715555555556,패류,2022,12,3,"흐림, 구름",8,12.5,12.08,0.42,32.96,8.05,8.3,0.93,0.066,0.05,0.006,0.122,0.27,0.026,0.04,0.401,1.11,8,1.5,,
가막만,3,34.69,127.685277777778,패류,2022,12,3,"흐림, 구름",3,11.76,11.75,0.0099999999999997,32.91,8.07,8.69,0.93,0.037,0.027,0.004,0.068,0.233,0.018,0.033,0.301,1.94,7.2,2,,
가막만,4,34.6616666666667,127.652777777778,패류,2022,12,3,"흐림, 구름",4,11.95,12.23,0.280000000000001,33.19,8.05,8.59,0.92,0.041,0.042,0.006,0.089,0.23,0.02,0.032,0.365,1.63,8.8,2,,
가막만,5,34.6611111111111,127.714166666667,패류,2022,12,3,"흐림, 구름",7,11.91,11.54,0.370000000000001,33.02,8.03,8.75,0.54,0.061,0.06,0.007,0.128,0.254,0.028,0.036,0.422,0.9,7.4,2.1,,
가막만,6,34.6255555555556,127.681388888889,패류,2022,12,3,"흐림, 구름",8,13.37,12.79,0.58,33.21,8.04,8.65,0.98,0.044,0.057,0.007,0.108,0.252,0.023,0.039,0.334,0.75,17.2,1.2,,
가막만,7,34.5730555555556,127.685833333333,어류,2022,12,3,"흐림, 구름",20,14.33,14.34,0.0099999999999997,33.42,8.04,8.8,0.99,0.03,0.074,0.011,0.115,0.239,0.021,0.039,0.364,0.99,14.6,1.1,,
가막만,8,34.5855555555556,127.713611111111,어류,2022,12,3,"흐림, 구름",4,14.43,14.35,0.0800000000000001,33.36,8.04,8.09,0.84,0.036,0.065,0.01,0.111,0.235,0.021,0.033,0.324,1.01,10.8,1.3,,
도암만,1,34.5380555555556,126.785277777778,패류,2022,12,1,구름,3,9.26,9.4,0.140000000000001,32.2,8.04,9.43,1.41,0.046,0.058,0.003,0.108,0.265,0.037,0.069,0.411,2.13,20,0.5,,
도암만,2,34.5027777777778,126.782222222222,패류,2022,12,1,구름,4,11.16,11.16,0,32.76,8.04,9.27,1.46,0.03,0.066,0.004,0.1,0.24,0.031,0.05,0.347,2.02,11.2,0.5,,
도암만,3,34.4525,126.785555555556,해조,2022,12,1,구름,5,12.21,12.19,0.0200000000000014,32.95,8.01,9.13,1.27,0.031,0.1,0.006,0.137,0.262,0.032,0.047,0.378,1.17,23.2,0.5,,
영산강하구,1,34.7516666666667,126.339166666667,하구,2022,12,1,"구름, 바람",19,11.95,13.4,1.45,32.39,8.02,8.22,1.23,0.006,0.159,0.006,0.171,0.262,0.025,0.037,0.475,0.83,17.6,0.8,,
영산강하구,2,34.7897222222222,126.35,하구,2022,12,1,"구름, 바람",12,12.76,12.85,0.0899999999999999,31.83,8.03,8.22,1.69,0.013,0.169,0.01,0.192,0.291,0.026,0.043,0.46,1.17,22,1,,
영산강하구,3,34.7788888888889,126.380555555556,하구,2022,12,1,"구름, 바람",14,12.92,14.12,1.2,32.15,8.01,7.85,1.55,0.023,0.162,0.009,0.194,0.276,0.029,0.037,0.484,1.33,7.8,1,,
영산강하구,4,34.7830555555556,126.4125,하구,2022,12,1,"구름, 바람",9,13.82,14.7,0.879999999999999,32.21,8.01,7.71,1.51,0.02,0.158,0.009,0.186,0.29,0.027,0.039,0.465,1.25,9,1.5,,
여자만,1,34.7841666666667,127.488611111111,패류,2022,11,28,"흐림, 구름",8,13.35,13.3,0.0499999999999989,32.32,7.99,8.01,2.1,0.041,0.027,0.003,0.071,0.255,0.035,0.059,0.584,2.14,18,0.5,,
여자만,2,34.7644444444444,127.454166666667,패류,2022,11,28,"흐림, 구름",4,13.55,13.53,0.0200000000000014,32.38,8,7.76,2.3,0.042,0.02,0.002,0.065,0.255,0.032,0.062,0.507,1.83,20,0.2,,
여자만,3,34.7652777777778,127.525277777778,패류,2022,11,28,"흐림, 구름",6,13.7,13.63,0.0699999999999985,32.46,7.98,7.82,1.76,0.048,0.034,0.004,0.086,0.266,0.036,0.066,0.549,1.78,35.2,0.5,,
여자만,4,34.7230555555556,127.491111111111,패류,2022,11,28,"흐림, 구름",8,13.92,13.91,0.0099999999999997,32.57,8.04,7.96,2.32,0.026,0.017,0.002,0.045,0.21,0.026,0.066,0.401,3.46,26.4,0.2,,
여자만,5,34.6786111111111,127.527222222222,패류,2022,11,28,"흐림, 구름",13,15.08,15.07,0.0099999999999997,33.02,8.06,7.84,1.68,0.032,0.03,0.006,0.068,0.202,0.021,0.044,0.274,1.56,29.2,0.5,,
득량만,1,34.7030555555556,127.221111111111,패류,2022,11,28,"흐림, 비",8,13.77,13.51,0.26,32.87,7.99,7.49,1.79,0.075,0.042,0.006,0.122,0.266,0.037,0.056,0.558,1.18,16,0.5,,
득량만,2,34.6791666666667,127.173055555556,패류,2022,11,28,"흐림, 비",9,13.96,13.67,0.290000000000001,32.96,8.01,7.41,1.36,0.073,0.026,0.004,0.104,0.259,0.027,0.052,0.496,1.12,16.4,0.5,,
득량만,3,34.6780555555556,127.118888888889,패류,2022,11,28,"흐림, 비",5,14.02,13.54,0.48,33.1,8.03,7.51,1.66,0.055,0.019,0.002,0.076,0.243,0.02,0.045,0.33,1.36,16.4,0.5,,
득량만,4,34.6302777777778,127.116944444444,패류,2022,11,28,"흐림, 비",8,14.64,14.46,0.18,33.26,8.05,7.52,1.06,0.037,0.048,0.006,0.092,0.23,0.02,0.039,0.344,1.5,13.6,0.8,,
득량만,5,34.6311111111111,127.075555555556,패류,2022,11,28,"흐림, 비",5,14.59,14.18,0.41,33.23,8.05,7.57,1.17,0.041,0.029,0.004,0.074,0.229,0.018,0.038,0.309,1.67,14.8,0.2,,
득량만,6,34.5794444444445,127.074444444444,패류,2022,11,28,"흐림, 비",11,14.66,14.48,0.18,33.24,8.05,7.56,1.17,0.036,0.048,0.006,0.09,0.224,0.02,0.036,0.34,1.47,10.2,1,,
득량만,7,34.5783333333333,127.035555555556,패류,2022,11,28,"흐림, 비",7,13.4,13.11,0.290000000000001,32.9,8,7.8,1.39,0.04,0.029,0.002,0.071,0.221,0.027,0.048,0.546,2.36,11.6,0.7,,
득량만,8,34.5216666666667,127.050833333333,해조,2022,11,28,"흐림, 비",12,14.91,14.82,0.0899999999999999,33.2,7.99,7.44,1.07,0.006,0.141,0.011,0.158,0.252,0.025,0.04,0.441,0.9,25,1,,
득량만,9,34.5225,127.006666666667,해조,2022,11,28,"흐림, 비",8,14.88,14.48,0.4,33.12,7.98,7.4,1.13,0.006,0.146,0.008,0.16,0.266,0.024,0.044,0.457,1.06,20.4,0.8,,
기장,1,35.3111111111111,129.277222222222,미역/다시마,2022,10,21,맑음,27,21.48,18.96,2.52,34.33,7.85,6.69,0.89,0.006,0.065,0.006,0.076,0.189,0.011,0.015,0.273,1.69,7.4,10,,
제주,1,33.5333333333333,126.583333333333,마을어장,2022,10,21,맑음,15,20.27,20.19,0.0799999999999983,33.12,8.13,7.06,0.45,0.009,0.133,0.007,0.149,0.17,0.017,0.018,0.567,0.48,2.6,9,,
제주,20,33.5166666666667,126.477777777778,마을어장,2022,10,21,맑음,20,20.47,20.46,0.009999999999998,33.33,8.14,6.89,0.67,0.011,0.173,0.011,0.195,0.225,0.02,0.027,0.641,0.23,2.6,9,,
제주,21,33.5166666666667,126.463888888889,마을어장,2022,10,21,맑음,24,20.27,20.35,0.0800000000000019,33.2,8.17,6.96,0.55,0.009,0.118,0.006,0.133,0.188,0.016,0.018,0.502,0.28,2.6,11,,
제주,22,33.5083333333333,126.45,마을어장,2022,10,21,맑음,24,20.33,20.62,0.290000000000003,33.32,8.12,7.05,0.58,0.006,0.116,0.006,0.127,0.192,0.015,0.024,0.501,0.36,1.8,14,,
한림,3,33.4716666666667,126.307222222222,마을어장,2022,10,21,맑음,24,20.89,20.61,0.280000000000001,33.15,8.19,7.25,0.41,0.002,0.092,0.004,0.097,0.171,0.011,0.012,0.473,0.46,3,13,,
기장,2,35.2511111111111,129.263611111111,미역/다시마,2022,10,20,맑음,31,21.38,20.26,1.12,34.26,7.89,7.24,1.12,0.007,0.032,0.003,0.043,0.168,0.007,0.013,0.225,2.43,8.7,8,,
기장,3,35.205,129.242222222222,미역/다시마,2022,10,20,맑음,31,20.43,20.02,0.41,34.24,7.89,7.26,1.23,0.008,0.036,0.004,0.048,0.177,0.007,0.015,0.232,2.37,8.9,6,,
부산,1,35.1652777777778,129.227222222222,연안,2022,10,20,맑음,42,21.41,17.94,3.47,34.43,7.83,6.51,1.16,0.006,0.12,0.005,0.131,0.251,0.021,0.024,0.448,1.13,10.8,11.5,,
부산,2,35.1338888888889,129.173611111111,연안,2022,10,20,맑음,28,20.3,18.11,2.19,34.43,7.81,6.35,1.45,0.006,0.071,0.006,0.083,0.21,0.014,0.017,0.357,2.2,20.2,9.5,,
부산,3,35.0919444444444,129.120277777778,연안,2022,10,20,맑음,32,20.94,18.82,2.12,34.32,7.84,6.75,1.12,0.009,0.075,0.006,0.089,0.214,0.015,0.018,0.356,2.04,5,12,,
낙동강하구,1,35.0211111111111,128.964722222222,하구,2022,10,20,맑음,26,19.88,19.76,0.119999999999997,34.09,7.89,7.51,1.6,0.007,0.028,0.003,0.038,0.179,0.005,0.014,0.204,5.07,4.5,7.5,,
낙동강하구,5,34.9972222222222,128.914166666667,하구,2022,10,20,맑음,26,20.88,20.62,0.259999999999998,34.36,7.89,7.26,1.5,0.005,0.019,0.002,0.026,0.115,0.004,0.009,0.159,2.33,3.7,8.5,,
낙동강하구,6,34.9975,128.858055555556,하구,2022,10,20,맑음,20,19.95,19.93,0.0199999999999996,34.23,7.87,7.07,1.77,0.01,0.033,0.004,0.046,0.16,0.006,0.013,0.183,5.05,15.7,6.5,,
한림,5,33.3333333333333,126.15,마을어장,2022,10,20,맑음,15,21.24,21.25,0.0100000000000016,33.5,8.19,7.2,0.4,0.004,0.09,0.004,0.098,0.169,0.01,0.014,0.339,0.72,1.4,14,,
대정,7,33.2405555555556,126.192777777778,마을어장,2022,10,20,맑음,23,22.32,22.54,0.219999999999999,33.64,8.2,6.9,0.4,0.002,0.069,0.002,0.073,0.148,0.006,0.013,0.294,0.43,2.4,15,,
대정,9,33.2205555555556,126.336111111111,마을어장,2022,10,20,맑음,15,24.07,24.18,0.109999999999999,33.79,8.22,6.88,0.4,0.003,0.022,0.001,0.026,0.11,0.003,0.011,0.199,0.38,1.2,14,,
서귀포,10,33.2166666666667,126.49,마을어장,2022,10,20,맑음,23,24.07,23.75,0.32,33.76,8.21,6.92,0.33,0.003,0.044,0.002,0.048,0.135,0.006,0.01,0.265,0.53,2.6,14,,
서귀포,11,33.2383333333333,126.645,마을어장,2022,10,20,맑음,24,24.05,24.03,0.0199999999999996,33.79,8.23,6.82,0.32,0.003,0.042,0.001,0.046,0.118,0.004,0.01,0.261,0.33,1.6,13,,
표선,13,33.2927777777778,126.8375,마을어장,2022,10,20,맑음,24,24.58,22.98,1.6,33.77,8.25,6.9,0.45,0.003,0.026,0.001,0.03,0.102,0.003,0.009,0.205,0.3,2.4,14,,
성산,15,33.4333333333333,126.943333333333,마을어장,2022,10,20,맑음,24,22.58,20.64,1.94,33.52,8.21,7.16,0.53,0.003,0.082,0.004,0.089,0.153,0.011,0.015,0.424,0.49,2.2,12,,
조천,17,33.5652777777778,126.809722222222,마을어장,2022,10,20,맑음,18,20.45,19.35,1.1,33.43,8.16,7.12,0.51,0.005,0.183,0.006,0.194,0.214,0.024,0.027,0.698,0.39,2,12,,
조천,19,33.575,126.695,마을어장,2022,10,20,맑음,15,19.61,19.65,0.0399999999999992,33.2,8.13,7.31,0.56,0.002,0.139,0.005,0.145,0.227,0.017,0.02,0.608,0.41,2.4,12,,
거제도동안,1,34.9811111111111,128.7875,진주담치,2022,10,19,맑음,22,19.83,18.85,0.979999999999997,34.37,7.8,6.14,1.47,0.009,0.082,0.009,0.1,0.168,0.017,0.017,0.411,2.51,5.3,6,,
거제도동안,2,34.9936111111111,128.721666666667,진주담치,2022,10,19,맑음,12,19.96,19.77,0.190000000000001,33.03,7.9,8.06,2.03,0.012,0.024,0.003,0.039,0.226,0.006,0.026,0.104,8.87,9.1,4.5,,
거제도동안,3,34.9227777777778,128.733888888889,연안,2022,10,19,맑음,20,19.72,19.76,0.0400000000000027,33.38,7.89,7.96,1.4,0.012,0.021,0.009,0.041,0.192,0.008,0.02,0.185,6.03,10.2,6.5,,
거제도동안,4,34.9016666666667,128.751666666667,연안,2022,10,19,맑음,26,19.74,20.02,0.280000000000001,34.1,7.87,7.1,0.81,0.01,0.028,0.008,0.046,0.175,0.007,0.015,0.204,2.99,7,7.5,,
거제도동안,5,34.7975,128.683888888889,연안,2022,10,19,맑음,21,20.93,20.07,0.859999999999999,34.39,7.87,6.89,0.77,0.009,0.039,0.008,0.056,0.186,0.009,0.016,0.275,1.5,11.7,9,,
거제도동안,6,34.765,128.664166666667,연안,2022,10,19,맑음,22,20.93,20.61,0.32,34.41,7.89,7.08,0.93,0.01,0.028,0.006,0.044,0.157,0.007,0.011,0.238,1.69,8.9,11,,
진해만,2,35.0597222222222,128.724166666667,진주담치,2022,10,18,맑음,29,20.2,19.94,0.259999999999998,33.9,7.83,6.69,0.84,0.014,0.067,0.016,0.098,0.238,0.016,0.024,0.424,2.76,20.2,5,,
진해만,5,35.0041666666667,128.665555555556,굴/진주담치,2022,10,18,맑음,9,20.23,20.14,0.0899999999999999,32.43,7.89,7.96,1.2,0.017,0.023,0.003,0.043,0.166,0.015,0.023,0.192,4.45,4.1,6.5,,
진해만,6,35.0216666666667,128.633333333333,굴/진주담치,2022,10,18,맑음,30,20.51,20.53,0.0199999999999996,33.89,7.84,6.52,1.01,0.021,0.058,0.01,0.089,0.204,0.015,0.024,0.389,2.84,18.5,7,,
진해만,18,34.905,128.4325,굴,2022,10,18,맑음,13,20.64,20.5,0.140000000000001,32.07,7.8,8.36,1.6,0.011,0.007,0.001,0.018,0.203,0.005,0.025,0.187,7.86,11.2,6,,
진해만,20,34.9377777777778,128.4675,굴,2022,10,18,맑음,16,20.67,20.6,0.0700000000000003,32.53,7.8,7.28,1.34,0.01,0.005,0.001,0.016,0.177,0.008,0.019,0.072,5.67,5.3,9.5,,
진해만,21,34.9475,128.495833333333,굴,2022,10,18,맑음,14,20.62,20.53,0.0899999999999999,32.41,7.82,7.97,1.4,0.01,0.006,0.004,0.019,0.198,0.007,0.022,0.11,9.38,8.1,5,,
진해만,22,34.9183333333333,128.510833333333,굴,2022,10,18,맑음,13,20.72,20.51,0.209999999999997,32.42,7.8,7.63,1.01,0.016,0.015,0.006,0.037,0.201,0.012,0.021,0.091,3.4,4.8,7.5,,
진해만,23,34.9197222222222,128.561944444444,굴/진주담치,2022,10,18,맑음,19,20.74,20.7,0.0399999999999992,32.43,7.89,7.61,1.64,0.018,0.014,0.011,0.043,0.213,0.013,0.023,0.107,7.6,9.7,6,,
진해만,25,34.9480555555556,128.563055555556,굴/진주담치,2022,10,18,맑음,21,20.78,20.62,0.16,32.48,7.91,7.86,1.45,0.013,0.009,0.007,0.03,0.19,0.009,0.02,0.072,5.82,3.7,6,,
진해만,26,34.9769444444445,128.601111111111,굴/진주담치,2022,10,18,맑음,21,20.91,21.51,0.600000000000001,33.23,7.56,1.54,1.24,0.102,0.045,0.067,0.214,0.355,0.047,0.054,1.025,4.84,7.1,8.5,,
진해만,27,34.9647222222222,128.646666666667,굴/진주담치,2022,10,18,맑음,12,20.66,20.47,0.190000000000001,32.44,7.85,7.9,1.74,0.013,0.024,0.015,0.052,0.238,0.017,0.028,0.297,8.24,6.1,8,,
마산만,3,35.0869444444445,128.631111111111,진주담치,2022,10,17,맑음,12,20.83,20.65,0.18,33.02,7.74,5.75,1.09,0.094,0.083,0.02,0.197,0.369,0.032,0.038,0.699,5.73,9.1,7,,
마산만,4,35.1216666666667,128.601944444444,진주담치,2022,10,17,맑음,15,20.91,20.64,0.27,32.97,7.71,5.18,1.23,0.093,0.079,0.025,0.197,0.385,0.035,0.048,0.842,6.1,16.8,5.5,,
진해만,4,35.0597222222222,128.640833333333,진주담치,2022,10,17,맑음,30,20.9,20.47,0.43,33.54,7.8,6.04,1.23,0.047,0.072,0.019,0.138,0.338,0.027,0.055,0.559,3.77,49.3,6.5,,
진해만,8,35.0888888888889,128.527222222222,굴/미더덕,2022,10,17,맑음,13,21.74,20.82,0.919999999999998,32.76,7.7,5.31,1.09,0.085,0.065,0.032,0.182,0.33,0.04,0.044,0.77,6.61,8.8,3,,
진해만,9,35.0852777777778,128.4825,굴/미더덕,2022,10,17,맑음,14,21.29,21.39,0.100000000000001,32.81,7.6,3.35,1.31,0.143,0.058,0.042,0.243,0.412,0.065,0.065,1.151,7.21,5.9,5,,
진해만,11,35.0533333333333,128.516111111111,굴,2022,10,17,맑음,15,21.26,20.69,0.57,32.94,7.71,5.27,0.93,0.088,0.061,0.034,0.183,0.334,0.04,0.043,0.82,5.32,9,5.5,,
진해만,12,35.0288888888889,128.5,굴/미더덕,2022,10,17,맑음,18,21.28,21.41,0.129999999999999,33.16,7.58,2.37,1.28,0.085,0.066,0.036,0.187,0.346,0.044,0.046,0.966,5.58,15,8.5,,
진해만,13,35.0111111111111,128.560833333333,굴,2022,10,17,맑음,22,21.44,20.48,0.960000000000001,33.19,7.76,5.95,1.2,0.045,0.062,0.031,0.138,0.29,0.028,0.037,0.532,5.96,23,8.5,,
진해만,15,34.9861111111111,128.4475,굴,2022,10,17,맑음,16,21.15,21.53,0.380000000000003,33.15,7.57,2.32,1.59,0.074,0.04,0.022,0.136,0.309,0.029,0.037,0.697,5.79,11.9,7,,
구룡포,3,35.9222222222222,129.541666666667,우렁쉥이,2022,10,16,맑음,45,21.3,7.79,13.51,34.12,7.93,7.59,0.44,0.038,0.232,0.005,0.275,0.453,0.046,0.05,0.694,0.25,4.6,8,,
구룡포,4,35.9222222222222,129.6,우렁쉥이,2022,10,16,맑음,77,21.13,2.56,18.57,34.06,7.83,7.04,0.41,0.049,0.283,0.002,0.334,0.5,0.053,0.058,0.782,0.13,4.4,8,,
감포,1,35.7916666666667,129.508333333333,마을,2022,10,16,맑음,36,21.69,17.07,4.62,33.29,8.07,5.96,0.48,0.027,0.138,0.009,0.174,0.35,0.026,0.032,0.489,0.49,3.6,12,,
감포,2,35.7916666666667,129.55,마을,2022,10,16,맑음,58,21.8,4.39,17.41,34.1,7.87,6.57,0.41,0.024,0.284,0.002,0.31,0.479,0.052,0.054,0.803,0.13,5,12,,
영덕,1,36.5916666666667,129.455555555556,우렁쉥이,2022,10,15,맑음,73,17.69,3.35,14.34,34.07,7.9,7.47,0.55,0.011,0.259,0.002,0.272,0.485,0.046,0.052,0.686,0.19,2.6,8,,
영덕,2,36.5916666666667,129.513888888889,우렁쉥이,2022,10,15,맑음,113,17.92,2.21,15.71,34.04,7.86,7.58,0.63,0.004,0.28,0,0.284,0.489,0.049,0.052,0.831,0.09,2.8,8,,
영덕,3,36.5333333333333,129.455555555556,우렁쉥이,2022,10,15,맑음,72,18.38,3.3,15.08,34.06,7.89,7.27,0.47,0.014,0.251,0.002,0.267,0.54,0.048,0.054,0.733,0.26,4.6,13,,
